orderbook_timestamp,book,bid,ask,spread
2024-08-22T21:00:20+00:00,usd_mxn,19.437,19.463,0.1335868057339557
2024-08-22T21:00:22+00:00,usd_mxn,19.436,19.463,0.13872475980065263
2024-08-22T21:00:23+00:00,usd_mxn,19.437,19.463,0.1335868057339557
2024-08-22T21:00:25+00:00,usd_mxn,19.438,19.463,0.12844885166727704
2024-08-22T21:00:26+00:00,usd_mxn,19.438,19.464,0.13357994245786992
2024-08-22T21:00:27+00:00,usd_mxn,19.438,19.461,0.11818508812496628
