orderbook_timestamp,book,bid,ask,spread
2024-08-22T21:00:20+00:00,btc_mxn,1178620.0,1180000.0,0.11694915254237288
2024-08-22T21:00:22+00:00,btc_mxn,1178700.0,1180000.0,0.11016949152542373
2024-08-22T21:00:23+00:00,btc_mxn,1178770.0,1180000.0,0.10423728813559321
2024-08-22T21:00:25+00:00,btc_mxn,1178840.0,1180000.0,0.09830508474576272
2024-08-22T21:00:26+00:00,btc_mxn,1178920.0,1180000.0,0.09152542372881356
2024-08-22T21:00:28+00:00,btc_mxn,1179000.0,1180000.0,0.0847457627118644
